dates,82 cv,115 cv,100 cv,85 cv,125 cv,192 cv
2020-05-01,885.7142857142857,1116.6666666666667,847.5,1200.0,845.0,1900.0
2020-06-01,1025.9259259259259,1154.4444444444443,737.5,,1333.3333333333333,
2020-07-01,1.0,,,,,
