dates,225 cv,177 cv,163 cv,170 cv,211 cv,272 cv
2020-02-01,20890.0,14800.0,19000.0,15200.0,16390.0,26890.0
2020-06-01,20900.0,,,17440.0,27000.0,
2020-07-01,22990.0,,,,,
