dates,354 cv
2019-10-01,65900.0
2020-01-01,61900.0
2020-02-01,65900.0
2020-03-01,82934.44444444444
2020-04-01,89806.66666666667
2020-05-01,72257.5
2020-06-01,68990.0
2020-07-01,58543.333333333336
