dates,125 cv,145 cv,170 cv,110 cv,115 cv,90 cv,130 cv
2020-04-01,700.0,1350.0,1600.0,800.0,1900.0,1212.5,1000.0
2020-05-01,,,,300.0,750.0,,
2020-06-01,,,,,1109.8,,
