dates,265 cv,400 cv,326 cv,450 cv,320 cv,231 cv,610 cv
2020-04-01,60650.0,105425.55555555556,78814.28571428571,81876.66666666667,88482.85714285714,76516.66666666667,110980.0
2020-05-01,60152.0,110602.5,,59860.0,,73340.0,
2020-06-01,,102380.0,,52725.0,,,
