dates,211 cv,170 cv,143 cv,177 cv,120 cv,204 cv,190 cv,136 cv,163 cv,150 cv
2020-03-01,17455.0,15330.0,13187.5,17860.0,9980.0,17190.0,17830.0,11807.5,11040.0,13290.0
2020-04-01,,,11915.0,16630.0,,,9340.0,,,
2020-05-01,,,11916.0,,,,,,,
