dates,180 cv,105 cv,140 cv,240 cv,115 cv,110 cv,87 cv
2020-05-01,5000.0,2463.3333333333335,3490.0,7250.0,4390.0,4500.5,5047.5
2020-06-01,,1850.0,,,,4096.666666666667,
