dates,120 cv,98 cv,117 cv,112 cv,177 cv
2019-11-01,4990.0,4690.0,2900.0,1500.0,3000.0
2019-12-01,3133.3333333333335,2990.0,3797.25,4490.0,4700.0
2020-05-01,1925.0,3900.0,,5994.5,
2020-06-01,,2911.1111111111113,,2660.0,
2020-07-01,,2557.8333333333335,,3874.705882352941,
