dates,180 cv,140 cv,233 cv,200 cv,170 cv,163 cv,102 cv,256 cv,131 cv,220 cv
2020-03-01,6520.0,8140.0,11320.0,6990.0,8730.0,8290.0,11490.0,8563.0,5999.0,5120.0
2020-05-01,,7080.0,11495.0,8645.0,,,7000.0,,,
2020-06-01,,6090.0,,7400.0,,,,,,
