dates,250 cv,180 cv,300 cv,163 cv
2020-04-01,37946.875,28510.0,38034.666666666664,37956.666666666664
2020-05-01,35980.0,29514.0,54035.0,26771.428571428572
2020-06-01,41082.857142857145,,31297.69230769231,
