dates,190 cv,258 cv,150 cv,184 cv
2020-04-01,38432.77777777778,43337.5,31168.0,31623.333333333332
2020-05-01,36266.25,44953.333333333336,31335.0,
2020-06-01,38790.0,,33175.0,
