dates,177 cv,150 cv,170 cv,190 cv,245 cv,204 cv,136 cv,225 cv,272 cv,211 cv
2020-03-01,22525.0,22598.571428571428,17546.666666666668,19540.0,18080.0,30620.0,16800.0,27000.0,29990.0,19700.0
2020-04-01,24590.0,26160.0,18400.0,13910.0,,19490.0,16500.0,,,24990.0
2020-05-01,21525.0,22827.5,18000.0,30115.0,,,,,,
2020-06-01,19840.0,,,,,,,,,
