dates,184 cv,143 cv,136 cv,116 cv,313 cv,218 cv,258 cv,306 cv,245 cv,163 cv
2020-04-01,20146.176470588234,19894.545454545456,14980.0,15885.833333333334,34703.333333333336,28230.0,26512.0,27452.5,20520.0,16380.0
2020-05-01,20264.23076923077,19326.153846153848,22711.11111111111,15555.714285714286,51950.0,27700.0,25250.0,24825.0,,
2020-06-01,27740.0,,,16942.5,,19340.0,28130.0,,,
