dates,240 cv,143 cv,136 cv,211 cv,120 cv,190 cv,180 cv,265 cv,160 cv,256 cv,102 cv
2020-03-01,15855.0,10154.285714285714,11760.0,13335.0,9300.0,10260.0,13690.0,18490.0,9500.0,6000.0,6000.0
2020-04-01,16050.0,10835.0,6760.0,11220.0,9200.0,,10990.0,15090.0,,,
2020-05-01,13890.0,9965.0,,10800.0,7500.0,,,,,,
2020-06-01,,11325.0,,10400.0,,,,,,,
2020-07-01,,7500.0,,,,,,,,,
