dates,74 cv,55 cv,60 cv,63 cv,59 cv,57 cv
2020-05-01,465.0,988.2352941176471,450.0,1003.3333333333334,600.0,1290.0
2020-06-01,450.0,554.5454545454545,1458.3333333333333,,,
2020-07-01,,500.0,,,,
