dates,114 cv,116 cv
2018-07-01,29000.0,19700.0
2019-08-01,17480.0,
2019-09-01,20400.0,
2019-10-01,20900.0,
2019-11-01,22000.0,
2020-01-01,20795.0,
2020-02-01,22140.0,
2020-03-01,19960.0,
2020-04-01,21990.0,
2020-05-01,19783.333333333332,
2020-06-01,17124.2,
2020-07-01,19000.0,
