dates,190 cv,150 cv,184 cv,306 cv,245 cv,326 cv,313 cv
2020-04-01,33408.57142857143,26484.0,30375.0,42490.0,34948.0,72445.0,38040.0
2020-05-01,,37100.0,32180.0,,,,
2020-06-01,,,35493.333333333336,,,,
