dates,240 cv,115 cv,140 cv,163 cv,200 cv
2020-01-01,11900.0,7990.0,12490.0,9597.5,14999.0
2020-02-01,10990.0,13256.666666666666,10490.0,11895.0,
2020-05-01,,9345.0,10134.0,,
2020-06-01,,10530.0,,,
2020-07-01,,9999.0,,,
