dates,188 cv,150 cv,226 cv,155 cv,220 cv,136 cv,190 cv,175 cv,140 cv
2020-05-01,2500.0,1900.0,4000.0,1600.0,5990.0,1500.0,100.0,2990.0,800.0
2020-06-01,,2433.3333333333335,3150.0,,1800.0,1962.5,2898.0,2500.0,
2020-07-01,,2133.3333333333335,,,,,,2980.0,
