dates,224 cv,306 cv,387 cv,190 cv,116 cv,163 cv,150 cv,136 cv
2020-04-01,88420.0,85828.33333333333,79485.0,45940.0,40460.0,46651.0,41630.0,36020.0
2020-05-01,,,85177.5,56002.5,37694.0,47778.333333333336,,
2020-06-01,,,76977.5,43890.0,34940.0,,,
2020-07-01,,,95041.66666666667,,,,,
