dates,156 cv,218 cv,360 cv,177 cv,109 cv,170 cv,136 cv,211 cv,122 cv
2020-04-01,21291.666666666668,28859.6,85150.625,21944.0,6213.333333333333,17792.0,23115.0,36270.0,23860.0
2020-05-01,,31716.521739130436,79942.5,28725.0,7855.0,17340.0,23144.0,25990.0,17370.0
2020-06-01,,35023.68421052631,88492.1052631579,15050.0,9578.888888888889,,17050.909090909092,30002.0,
2020-07-01,,39748.88888888889,50722.5,,,,20002.85714285714,42867.5,
