dates,143 cv,245 cv,177 cv,170 cv,120 cv,150 cv,204 cv,136 cv,211 cv,180 cv,163 cv,272 cv
2020-03-01,11240.0,20106.0,16197.5,15190.0,9898.0,11936.666666666666,16740.0,13610.0,14280.0,12200.0,11310.0,32500.0
2020-04-01,11803.333333333334,20490.0,16880.0,9970.0,,10480.0,,10460.0,24426.666666666668,,,
2020-05-01,13010.0,17696.0,16280.0,14950.0,,,,,,,,
