dates,101 cv,75 cv,65 cv,70 cv,85 cv,192 cv,210 cv,120 cv,100 cv,90 cv,87 cv,95 cv
2019-07-01,6933.75,10880.0,9990.0,6950.0,6197.090909090909,10000.0,11500.0,7200.0,4990.0,8990.0,5199.0,5990.0
2019-10-01,6442.5,7990.0,5745.0,6990.0,5864.444444444444,8750.0,,,7600.0,9672.5,6000.0,6148.0
2019-11-01,6916.666666666667,6332.636363636364,9640.0,7500.0,,,,,8290.0,,,
2019-12-01,,7312.5,9890.0,6990.0,,,,,,,,
2020-01-01,,,8140.0,6710.0,,,,,,,,
2020-02-01,,,8860.0,7412.714285714285,,,,,,,,
2020-05-01,,,7514.615384615385,,,,,,,,,
2020-06-01,,,6775.789473684211,,,,,,,,,
2020-07-01,,,6290.0,,,,,,,,,
