dates,150 cv,200 cv,260 cv,210 cv,170 cv,120 cv,115 cv,136 cv,160 cv
2020-05-01,5156.666666666667,10999.5,10490.0,5500.0,8993.333333333334,8500.0,4500.0,6490.0,5900.0
2020-06-01,5596.666666666667,7672.5,,8735.0,,3749.5,4725.0,,
2020-07-01,5945.0,,,,,,,,
