dates,140 cv,160 cv,132 cv,130 cv
2020-03-01,23683.333333333332,24140.0,17499.0,12620.0
2020-04-01,21626.0,25060.0,14670.0,
2020-05-01,20490.0,22590.76923076923,20570.0,
2020-06-01,,,17670.0,
