dates,115 cv,141 cv,136 cv,150 cv,121 cv
2020-05-01,2680.0,990.0,4500.0,3500.0,4100.0
2020-06-01,1423.3333333333333,2766.6666666666665,,4000.0,3900.0
2020-07-01,,4295.0,,,
