dates,90 cv,125 cv,77 cv,116 cv
2019-10-01,7500.0,9990.0,8196.0,7990.0
2020-04-01,6990.0,8500.0,6777.8,8760.0
2020-05-01,8990.0,,,7814.0
2020-07-01,7226.666666666667,,,
