dates,240 cv,238 cv,275 cv
2019-12-01,19055.454545454544,19990.0,16985.0
2020-02-01,18536.0,17990.0,18608.0
2020-03-01,18479.166666666668,16500.0,
2020-04-01,,19990.0,
2020-05-01,,16047.5,
2020-06-01,,16681.57894736842,
2020-07-01,,17753.470588235294,
