dates,190 cv,306 cv,140 cv,150 cv,192 cv
2020-04-01,54247.5,69079.54545454546,38261.76470588235,47230.0,53196.0
2020-05-01,,71390.0,37355.0,48518.333333333336,39900.0
2020-07-01,,,,,48417.5
