dates,185 cv,143 cv,105 cv,122 cv,86 cv,90 cv,140 cv
2020-03-01,17156.25,16773.333333333332,11408.461538461539,12310.526315789473,12196.111111111111,13585.238095238095,15725.0
2020-04-01,20890.0,13980.0,12813.333333333334,14480.0,13760.0,11353.333333333334,
2020-05-01,16823.75,,12131.25,13186.153846153846,12476.470588235294,12719.444444444445,
