dates,150 cv,132 cv,177 cv,185 cv
2019-07-01,33075.38461538462,31300.0,32990.0,34800.0
2019-10-01,36422.0,26999.0,27690.0,
2019-12-01,36093.333333333336,24900.0,29500.0,
2020-01-01,,28980.0,,
2020-02-01,,28685.0,,
2020-03-01,,29125.0,,
2020-05-01,,29364.0,,
2020-06-01,,28855.0,,
2020-07-01,,29154.47619047619,,
