dates,200 cv,136 cv,170 cv,160 cv,250 cv
2020-05-01,18475.0,19500.0,19283.333333333332,15900.0,14500.0
2020-06-01,20745.0,20000.0,15900.0,,
2020-07-01,19215.0,11000.0,17610.0,,
