dates,218 cv,170 cv,136 cv,360 cv,109 cv,211 cv,177 cv,156 cv
2020-04-01,21655.454545454544,17220.0,6664.444444444444,27665.0,6757.272727272727,22570.0,21466.666666666668,31760.0
2020-05-01,31465.555555555555,10970.0,20770.0,48380.0,6425.0,21664.0,,
2020-06-01,15021.875,,20964.75,,,18417.14285714286,,
2020-07-01,27542.352941176472,,,,,20105.0,,
