dates,190 cv,156 cv,150 cv,249 cv
2020-04-01,54014.444444444445,38562.5,40609.0,43100.0
2020-05-01,47796.666666666664,38140.0,41338.82352941176,
2020-06-01,43572.857142857145,39143.333333333336,37973.333333333336,
