dates,116 cv,150 cv,190 cv,301 cv
2020-03-01,31307.04,35104.22680412371,40530.4,58697.5
2020-04-01,29463.333333333332,34147.857142857145,39420.0,53430.0
2020-05-01,30879.056603773584,33506.41509433962,35428.0,59656.666666666664
