dates,110 cv,90 cv,180 cv,150 cv,88 cv,92 cv,81 cv,82 cv,115 cv,109 cv,138 cv,113 cv
2020-03-01,1200.0,900.0,3800.0,6500.0,4000.0,4096.666666666667,5030.0,6490.0,7800.0,3490.0,4300.0,4820.0
2020-05-01,4187.0,3591.1111111111113,,,3265.0,6325.0,5445.0,,,4290.0,,
2020-06-01,4522.0,4100.0,,,3550.0,,,,,,,
2020-07-01,4490.0,,,,,,,,,,,
