dates,120 cv,110 cv,140 cv,136 cv,95 cv
2019-10-01,16249.0,19490.0,26526.0,24990.0,22630.0
2020-04-01,24587.5,19664.0,23350.0,21500.0,
2020-05-01,24962.5,20445.0,22480.0,,
2020-06-01,24731.666666666668,17490.0,,,
2020-07-01,17795.0,,,,
