dates,114 cv,82 cv,116 cv,81 cv,110 cv,120 cv,95 cv,155 cv,150 cv,90 cv,92 cv
2019-10-01,12935.0,11870.0,15220.0,16900.0,11800.0,13390.0,13403.333333333334,9690.0,16890.0,7500.0,13000.0
2020-02-01,12093.333333333334,12285.0,13980.0,12945.0,12990.0,13900.0,12400.0,,18300.0,,
2020-03-01,,10600.0,,10800.0,11488.0,15071.0,,,,,
2020-05-01,,10093.333333333334,,12381.42857142857,12780.0,14358.04347826087,,,,,
2020-06-01,,,,12497.5,,,,,,,
2020-07-01,,,,16908.333333333332,,,,,,,
