dates,125 cv,150 cv,102 cv,115 cv,180 cv,90 cv,100 cv,101 cv,110 cv
2020-02-01,2900.0,4000.0,2890.0,3700.0,5433.333333333333,2050.0,3400.0,600.0,3900.0
2020-05-01,1650.0,3200.0,2990.0,,2500.0,990.0,2690.0,,
2020-06-01,2490.0,3175.0,2220.0,,,,,,
2020-07-01,,,1616.6666666666667,,,,,,
