dates,130 cv,120 cv,110 cv,99 cv,205 cv,177 cv
2019-10-01,24500.0,20980.0,23094.0,23950.0,28482.0,31026.0
2020-02-01,22990.0,27480.0,24035.0,24446.25,27990.0,
2020-04-01,25783.478260869564,21340.0,,23366.0,,
2020-05-01,24469.285714285714,24960.0,,,,
2020-06-01,24768.9,,,,,
2020-07-01,25992.0,,,,,
