dates,190 cv,218 cv,320 cv,252 cv,272 cv,245 cv,326 cv,333 cv
2020-03-01,32138.571428571428,39450.0,38175.333333333336,45410.0,40473.75,31340.0,49528.333333333336,32330.0
2020-04-01,25295.0,39656.666666666664,33375.0,,45396.666666666664,30415.0,,
2020-05-01,,39006.25,43492.22222222222,,37083.333333333336,,,
