dates,110 cv,75 cv,70 cv,90 cv
2020-03-01,480.0,1200.0,2300.0,3200.0
2020-05-01,3990.0,1500.0,1062.5,
2020-06-01,2910.0,4000.0,2800.0,
2020-07-01,2245.0,,,
