dates,120 cv,95 cv,140 cv,275 cv,136 cv
2019-09-01,24190.0,25490.0,22900.0,36990.0,27900.0
2019-10-01,21999.0,25999.0,26990.0,34745.0,
2019-11-01,26030.0,26790.0,18499.0,,
2020-01-01,17990.0,23399.0,18490.0,,
2020-02-01,21490.0,26490.0,25990.0,,
2020-03-01,23803.333333333332,23721.285714285714,23204.0,,
2020-05-01,21740.0,19973.916666666668,21971.81818181818,,
2020-06-01,19990.0,,,,
2020-07-01,19606.272727272728,,,,
