dates,120 cv,100 cv,140 cv,110 cv,125 cv,90 cv,115 cv,150 cv
2020-04-01,9816.666666666666,8463.333333333334,12327.5,7410.0,11396.666666666666,4760.0,5500.0,8647.5
2020-06-01,8100.0,,,7700.0,12832.857142857143,,,
2020-07-01,,,,6990.0,6800.0,,,
