dates,109 cv,115 cv,125 cv,90 cv,136 cv,100 cv
2020-05-01,1793.3333333333333,2353.3333333333335,4900.0,1650.0,1000.0,3500.0
2020-06-01,2193.75,2569.090909090909,,2050.0666666666666,2818.0,3000.0
2020-07-01,3396.6666666666665,1890.0,,,,
