dates,82 cv,60 cv,96 cv,71 cv,99 cv,59 cv,68 cv,70 cv,75 cv,95 cv,90 cv
2019-03-01,4725.0,4472.5,5000.0,6300.0,6300.0,6900.0,4490.0,5121.428571428572,2690.0,5500.0,5745.0
2020-02-01,5895.0,,4900.0,,,3922.5,3700.0,5256.0,5240.0,,
2020-05-01,,,,,,4916.923076923077,4294.75,,,,
2020-06-01,,,,,,,4454.0,,,,
2020-07-01,,,,,,,6780.0,,,,
