dates,190 cv,218 cv,150 cv,272 cv,252 cv,170 cv,122 cv
2020-03-01,31941.57894736842,38806.92307692308,24367.666666666668,36367.5,33840.0,43380.0,26215.0
2020-04-01,27002.5,37980.0,16435.0,45790.0,,,18055.0
2020-05-01,30639.473684210527,,24913.928571428572,40095.0,,,
