dates,192 cv,105 cv,140 cv,120 cv,115 cv,155 cv,175 cv,110 cv,150 cv,144 cv
2020-03-01,2200.0,1500.0,1000.0,1.0,1495.5,1900.0,1650.0,1500.0,2350.0,1200.0
2020-05-01,1900.0,800.0,787.5,1899.5,800.0,,,750.0,1230.0,
2020-06-01,,860.0,1098.3333333333333,500.0,3000.0,,,,,
2020-07-01,,2012.5,,,,,,,,
