dates,95 cv,115 cv,80 cv,75 cv,90 cv
2020-04-01,17442.0,20532.0,16162.0,15170.0,13435.0
2020-05-01,14410.0,15108.0,,13676.666666666666,
2020-06-01,18940.0,,,13098.888888888889,
