dates,240 cv,380 cv,180 cv,163 cv,200 cv,250 cv,300 cv
2019-10-01,38832.857142857145,49900.0,44900.0,59890.0,29900.0,37900.0,45900.0
2019-12-01,45245.0,67122.0,37900.0,32900.0,35000.0,,39990.0
2020-01-01,34080.0,59890.0,28900.0,47750.0,,,30990.0
2020-02-01,28700.0,49900.0,38400.0,46990.0,,,39783.333333333336
2020-04-01,,,34110.0,34900.0,,,
2020-05-01,,,38547.25,36115.6,,,
2020-06-01,,,33324.8,32167.25,,,
2020-07-01,,,34996.76470588235,,,,
