dates,110 cv,95 cv,130 cv,115 cv,150 cv
2020-01-01,12430.719424460432,11168.333333333334,11990.0,11398.0,15860.0
2020-02-01,11501.917808219177,10780.0,9990.0,13043.333333333334,
2020-03-01,11874.6875,9576.363636363636,13439.57142857143,8490.0,
2020-04-01,12214.761904761905,10590.0,13621.42857142857,11435.0,
2020-05-01,11116.0,,12887.5,,
2020-06-01,,,11185.0,,
2020-07-01,,,11224.0,,
