dates,60 cv,80 cv,75 cv,65 cv,125 cv,90 cv,70 cv
2020-03-01,4990.0,3990.0,3000.0,1999.0,2890.0,4990.0,3500.0
2020-05-01,3323.3333333333335,3490.0,1845.0,4300.0,,,2495.0
2020-06-01,1938.5714285714287,,,,,,3400.0
2020-07-01,2595.0,,,,,,
