dates,204 cv,177 cv,313 cv,245 cv,190 cv
2020-03-01,21222.105263157893,13005.0,27646.666666666668,20129.41176470588,13750.0
2020-04-01,17002.0,15970.0,26566.666666666668,23930.0,
2020-05-01,19090.0,21226.666666666668,28620.0,,
2020-06-01,,18170.0,29860.0,,
