dates,114 cv,92 cv,120 cv,155 cv,82 cv,81 cv,95 cv,115 cv,90 cv,116 cv,110 cv,150 cv
2020-04-01,9097.777777777777,3990.0,9490.0,6990.0,8000.0,11290.0,7425.0,6085.714285714285,6266.666666666667,6000.0,7000.0,12000.0
2020-05-01,9646.666666666666,7925.0,7499.5,,7075.0,6380.0,,6521.0,,7290.0,7500.0,
2020-06-01,8002.857142857143,6361.666666666667,6400.0,,5750.0,5500.0,,,,,,
