dates,90 cv,71 cv,109 cv,61 cv,54 cv,102 cv,84 cv,81 cv
2019-10-01,26096.0,9490.0,16850.0,5990.0,6900.0,8500.0,8990.0,16290.0
2020-01-01,10500.0,12850.0,17463.333333333332,11989.0,,,,14785.0
2020-04-01,18030.0,8623.666666666666,,11200.0,,,,13990.0
2020-05-01,13900.0,10156.0,,13825.0,,,,15366.0
2020-06-01,10600.0,,,,,,,
2020-07-01,13135.142857142857,,,,,,,
