dates,150 cv,90 cv,70 cv,110 cv,95 cv,75 cv
2020-05-01,5053.333333333333,2790.0,4490.0,3990.0,2999.0,1700.0
2020-06-01,,2490.0,3252.8571428571427,,,
2020-07-01,,4350.0,,,,
