dates,75 cv,58 cv,65 cv,64 cv,60 cv,98 cv,163 cv,90 cv,82 cv
2020-04-01,1199.1538461538462,2989.0,733.3333333333334,1100.0,2690.0,2206.6666666666665,5400.0,1600.0,1500.0
2020-05-01,1290.0,1141.8148148148148,,,975.0,1500.0,3900.0,1700.0,
2020-06-01,,1230.5263157894738,,,600.0,,,,
