dates,180 cv,225 cv,136 cv,165 cv,120 cv,204 cv
2019-10-01,25280.0,41990.0,33850.0,23800.0,20990.0,19500.0
2020-02-01,48990.0,40990.0,,,18990.0,
2020-05-01,26223.333333333332,38990.0,,,,
2020-06-01,30087.375,33945.0,,,,
2020-07-01,36910.0,,,,,
