dates,130 cv,110 cv
2020-01-01,18284.261363636364,18990.0
2020-03-01,17499.375,17850.15625
2020-04-01,15926.08695652174,16456.55172413793
2020-05-01,18293.947368421053,16249.42857142857
2020-06-01,17820.0,16854.102564102563
2020-07-01,,17257.14285714286
