dates,125 cv,135 cv,115 cv,155 cv,150 cv,82 cv
2020-04-01,15178.75,14230.0,11575.0,26490.0,16736.666666666668,11990.0
2020-05-01,16129.655172413793,13490.0,12635.0,20242.5,16310.0,11890.0
2020-06-01,15365.384615384615,15566.42857142857,13634.166666666666,18450.0,15297.5,13656.666666666666
2020-07-01,14648.214285714286,,,,15190.0,13703.8
