dates,500 cv,290 cv,385 cv,405 cv,240 cv
2020-02-01,29560.0,14900.0,21400.0,22900.0,26500.0
2020-05-01,25900.0,,,,20845.0
2020-06-01,25900.0,,,,21900.0
