dates,59 cv,75 cv,100 cv,150 cv,74 cv,109 cv,80 cv,67 cv,68 cv,90 cv,70 cv
2020-05-01,2433.3333333333335,2300.0,2100.0,10.0,1900.0,4200.0,2500.0,2200.0,3000.0,3790.0,2330.0
2020-06-01,2056.190476190476,,,5230.0,2133.3333333333335,,,3633.3333333333335,1916.6666666666667,2396.6666666666665,1890.0
2020-07-01,1400.0,,,,,,,,,,
