dates,147 cv,190 cv,200 cv,150 cv,125 cv,101 cv,120 cv,65 cv
2020-05-01,2500.0,5500.0,4000.0,3375.0,1500.0,700.0,2000.0,1500.0
2020-06-01,,,,2550.0,650.0,790.0,,
