dates,110 cv,88 cv,113 cv,138 cv,81 cv,109 cv
2018-09-01,5990.0,4499.0,7990.0,5490.0,10000.0,5990.0
2019-02-01,5490.0,,6990.0,7990.0,,
2020-03-01,5290.0,,,,,
2020-05-01,7424.444444444444,,,,,
2020-06-01,6253.333333333333,,,,,
